id,original_text,reconstructed_text,similarity_score,bleu_score,meteor_score
37244226,"Northampton, National Westminster Bank in The Drapery, 1841. Nikolaus Pevsner says: it is ""a remarkable building, restrained, grand, and pure. In the Palladian style with giant columns and a pediment"". The exterior is currently (2014) obscured by a bus stop. Formerly part of the Northamptonshire Union Bank, acquired by National Provincial Bank, 1920, and NatWest c. 1970.","Composition, Christopher Richardson painting in The Saloon, 1841. Christopher Hussey says: it is ""a remarkable example, atmospheric, grand, and bold. In the Victorian style with rich colours and a dramatic"". The painting is republished (2014) edited by a new team. Earlier work of the Commonwealth Art Book, edited by Christopher Hussey, 1920, and expanded in 1970.",0.18375535,0.11970539389870628,0.4267242925289624
200730,"Robert Crosbie House, 62 Queen's Gardens, LONDON W2 3AH, ENGLAND (London, England)","London Central Hotel, 62 King's Terrace, London W2 3AH, England (United, Kingdom)",0.57721597,0.03986357128268015,0.4033333333333334
17686126,Bishop Zacarias Rolim de Moura (27 April 1953 – 12 July 1990),Robert Jonathan Clark of Wales (27 March 1953 – 12 June 1990),0.38342392,0.09578464408619825,0.37166666666666676
595421,"November 3, 1940 - The villages of Ieki and Sakai were merged to create the town of Ieki.","December 3, 1940 - The leaders of Nazi and Japan were invited to settle the fate of USSR.",0.34401625,0.1690653646485627,0.4602777777777778
16054587,Mailly-Raineval () is a commune in the Somme department in Hauts-de-France in northern France.,Grasse-Tregastel () is a commune in the Drôme department in Rhône-et-Alpes in southern France.,0.23671274,0.4160751652217845,0.6914285714285714
30323586,"After resigning as head coach after the 2009 season, Blount worked as a special assistant to the athletic director at Winston-Salem State. The Rams football team was competing as a former transitional Division I-AA (now FCS) independent team, as Winston-Salem State's athletic program was planning to move up to the Mideastern Athletic Conference (MEAC) starting in 2006, but later decided to move back to NCAA Division II and back to the CIAA for the 2010–11 athletic season.","After resigning as Iowa coach after the 2009 season, Quade joined as a hitting instructor to the player development at Chicago-Cubs Minor. The Cubs decision team was struggling as a former General Manager Jim Hendry (for Jim) expressed concern, as Chicago-Cubs Minor's farm system was failing to keep up to the Major League Baseball (MLB) standard set in 2006, but player returned to work with Mike Quade and back to the Cubs for the 2010–11 regular season.",0.39066303,0.161692143534558,0.45186081231787606
53500744,"Ixa is a genus of Indo-Pacific pebble crabs from the family Leucosiidae. The genus was erected by William Elford Leach in 1816. One species, the Red Sea pebble crab (Ixa monodi), is a Lessepsian migrant and the species was first described to science from specimens collected on the Mediterranean Sea although the species is native to the Red Sea and had colonised the eastern Mediterranean through the Suez Canal.","Rum is a spirit of West-Indian origin made from the sugar Caribbean. The spirit was created by Charles Lewis King in 1816. The village, the Rio Bay battle site (The Battle), is a Jamaican victory and the Spanish was later despatched to recover from Englishmen occupants on the Caribbean Sea although the battle is native to the Rio Nuevo and had extended the entire Caribbean through the West Indies.",0.006676713,0.08806624130540115,0.3982322803442029
1224432,He was born to Samuel Reichmann a wealthy Vienna merchant of Hungarian origin from Beled. The family was lucky to escape Austria before the Nazi invasion leaving the country on the morning of Anschluss to tend to Edward's grandfather David who had suffered a stroke.  From Hungary the family made its way to Paris and then the neutral city of Tangier where Samuel established a successful business in currency trading.,"He was sent to Robert Crawford, a Scottish Royal chaplain of Edinburgh origin from Scotland. The youth was sent to George Douglas before the Lord Regent, serving the summons on the person of Alexander to come to Queen's legitimate son, who had fathered a child. From England the priest made its way to Rome and then the northern part of Italy, where Luther established a permanent residence in southern Germany.",0.28850335,0.08511630938953954,0.4193935860058309
71350511,"Los Pajaritos (English: the little birds)  is a song recorded by Dominican singer Juan Luis Guerra for his seventh studio album, Fogarate (1994), included as its third track. It was released to airwaves on March 7, 1995, by Karen Records, as the record's promotional single, following the release of ""El Beso de la Ciguaterra"". The track was receive well by the critics and explores the sound of Cuban son. John Lannert from Billboard named the track a strong single peak. The authors Darío Tejeda and Rafael Emilio Yunén stated, the track composed by Guerra and 4.40 ""Contributed to the legitimization of son among the elite and upper-class, as they have also made their recordings for the other popular genres"". The track charted at US Latin Cashbox charts and was added to radio stations and receive airplay in Spain and Belgium.","The Revolution (English: the twelve sons) is a song written by U2's frontman Paul David Hewson for his famous album track, Zooropa (1993), released as its third single. It was released to radios on March 7, 1995, by Island Records, as the label's promotional single, preceding the release of ""No Love de la Revolution"". The song was praised well by the critics and discusses the topic of child war. Bono Vox from U2 called the song a unique protest song. The critics Liam Kaiser and Noel Gallagher praised, the song produced by Eno and 4.40 ""contributed to the understanding of war among the young and middle-aged, as they have been with their contribution for the past sixteen years"". The song peaked at No. Two singles charts and was added to radio stations and musical programs in France and Germany.",0.3984846,0.19128652967860002,0.5036442730165392
266376,"After the death in 1817 of Thomas Wyon Sr, the father of the man who had adapted Pistrucci's designs, Pole most probably offered Pistrucci the post of chief engraver at the Royal Mint, with a salary of £500 per annum. and a house within the grounds of the Mint. However, it soon appeared that a law passed under William III barred foreigners from the post, and so Pole left it vacant, while granting Pistrucci the salary and emoluments of the office. Sir John Craig wrote in his history of the Royal Mint: ""The arrangement was not put into writing, and misunderstanding was easy for a foreigner. Pole categorically denied any commitment beyond the grant for the time being of a salary for coinage designs as cheaper than payment of fees. The Italian persistently contended that he was seduced into Mint service by a promise of formal appointment to the chief engravership"". According to H.W.A. Linecar in his book on British coin designs and designers, ""the arrangement might have worked very well, even though it was against accepted procedure, had Pistrucci been other than he was.""","Before the death in 1817 of George Lord Dy, the widow of the man who had married Wordsworth's brother, Lord Grey officially offered Wordsworth the post of Stamp Distributor at the Stamp Office, with a salary of £500 per annum, and a house within the precincts of the Office. However, it was discovered that a man employed under Lord Grey embezzled revenues from the post, and so Grey kept it secret, while allowing Wordsworth the income and emoluments of the office. Lord John Russell wrote in his memoirs of the Stamp Office: ""The appointment was not put into effect, and superannuation was paid for a successor. This superannuation avoided any repayment beyond the grave for the post being of a sinecure for political reasons as better than patronage of jobs. The Treasury Department admitted that he was coerced into this action by a system of private agreements to the previous incumbent"". According to Edward Mangan in his book on Romantic poet Wordsworth and his colleagues, ""the appointment might have worked very well, even though it was against public sentiment, had Wordsworth been wiser than he was.""",0.51336354,0.2596462067841223,0.5585645927739005
68341968,"Tom Squires was born on 3 August 1993 in Oxford, Oxfordshire. At early age, he was interested in gardening which made him to later pursue a degree in horticulture.","Jon Polito was born on 29 December 1950 in Philadelphia, Pennsylvania. At early age, he was interested in theatre which led him to pursue a career in entertainment.",0.26645875,0.29126998639767265,0.5677015361406113
21407483,"Antoine Lavoisier is seated, wearing a black vest, culottes, stockings and buckled shoes, a white shirt with a lace jabot and powdered hair. His face turns towards his wife and he rests his left arm on the table, whilst writing with his right hand using a quill pen. The table is covered with scarlet velvet, many papers, a casket, an inkwell with two more quill pens, a barometer, a gasometer, a water still and a glass bell jar. A large round-bottom flask and a tap are on the floor to the right, by the table. To the table's extreme left is a chair with a large document-case and black cloth on it. The document-case, presumed to correspond to Madame's interest in the art of drawing, emphasizes a left-to-right symmetry in the portrait between M. Lavoisier and objects of science visibly displayed on the right, and Madame with her document case of artistic drawings prominently displayed on the left side of the portrait. Significant also is the depiction by David of the wife in a posture physically above the husband, somewhat atypically by late 18th century conventional standards of depicting a married couple in portraiture.","Antonio Canova is seated, holding a heavy club, leopards, lionesses and severed heads, a rocky crag with a high peak and distant trees. His head turns towards his right and he rests his left arm on the club, whilst gesturing with his right hand holding a small disc. The base is adorned with trophies of war, dead bodies, a helmet, an elephant with two huge tusks, a crocodile, a hippopotamus, a human skull and a winged lion cub. A small human-headed sphinx and a dog are on the ground to the right, by the river. To the figure's extreme left is a block with a large hieroglyphic-slab and some books on it. The hieroglyphic-slab, interpreted to contribute to Canova's reputation in the age of revolution, represents a face-to-face dialogue in the struggle between Dr Frankenstein and powers of ancient Egyptian sculpture on the right, and Canova with his Neoclassical form of classical sculpture represented antiquity on the far side of the pedestal. Furthermore, there is the inclusion by Canova of the head in a circular compartment above the monument, usually accompanied by many 18th century Neoclassical sculptors of representing a deified monarch in apotheosis.",0.38131556,0.1591099207099877,0.45123355603907844
41722301,Cochylimorpha ignicolorana is a species of moth of the family Tortricidae. It is found in Russia (the southern Urals).,Xylocopa virginica is a species of bee of the genus Xylocopa. It is native in America (the eastern United).,0.23180717,0.18107197870881736,0.4934210526315789
1779598,This riding gained a fraction of territory from Thunder Bay—Superior North during the 2012 electoral redistribution.,This action issued a statement of support from Support For—Michelle Obama during the 2012 presidential campaign.,0.14214475,0.0752421768074461,0.35778061224489793
3004780,"Las Varas is located in the state of Nayarit, Mexico, just a few miles southeast from Zacualpan and west Compostela. It is near the beaches of Chacala, Chacalilla, Lo De Marcos, Los Ayala, Rincón de Guayabitos, La Peñita de Jaltemba, Playa Tortugas, and San Francisco.","San Juan is located in the center of Puerto Rico, with a few miles southeast from Aguadilla and west of Aguadilla. It is near the cities of Carolina, Guaynabo, Toa Baja, Cataño, Canóvanas, Loíza, Luquillo, and San Sebastian.",0.44881603,0.20378989148152887,0.4181699943097616
31540738,"Pausanias, Description of Greece with an English Translation by W.H.S. Jones, Litt.D., and H.A. Ormerod, M.A., in 4 Volumes. Cambridge, MA, Harvard University Press; London, William Heinemann Ltd. 1918. . Online version at the Perseus Digital Library","Translated, Encyclopedia of Islam with an Extensive Introduction by Richard Gottheil, Ph.D, and Isaac Broyde, Ph.D, in 4 Volumes. New York, Cosimo Classics Press; London, Luzac Company Press 1918. . Volume contains at the Columbia University Library",0.33140153,0.0496083761913683,0.3796452702702703
55299592,"Joaquim Forn i Chiariello (born 1 April 1964) is a Spanish politician and lawyer from Catalonia. A former deputy mayor of the city of Barcelona in north-eastern Spain, Forn served as Minister of the Interior from July 2017 to October 2017 when he was removed from office following the Catalan declaration of independence.","Keith Xxxx x Xxxxxxxxxx (born 1 August 1964) is a New Zealand politician and lawyer from Wellington. A former deputy leader of the National Party in centre-right New Zealand, Xxxx served as Minister of the Treasury from June 2017 to October 2017 when he was removed from office following the Cabinet reshuffle of appointments.",0.26290184,0.38483033095320746,0.6294596602349813
68165019,"Ashcraft was promoted to the Reds' major league roster on May 20, 2022. He made his MLB debut on May 22, tossing 4.1 innings against the Toronto Blue Jays and allowing two earned runs. On May 23, he was removed from the 40-man roster and returned to Triple-A Louisville. On May 27, Ashcraft had his contract selected back to the active roster. He finished the season with a 5-6 record and a 4.89 ERA and 71 strikeouts over 19 starts.","Gonsolin was activated to the Dodgers' major league roster on May 20, 2022. He made his MLB start on May 22, pitching 4.1 innings against the Chicago Cubs team and allowing two earned runs. On May 23, he was optioned from the 40-man roster and assigned to Triple-A competition. On May 27, Gonsolin made his official starting spot to the major league. He finished the season with a 5-6 record and a 4.89 ERA and 71 appearances over 19 starts.",0.5562967,0.5363732332788012,0.7810500125976316
26183938,"Bianco was born in the Bronx, and grew up in Ossining, New York.  He had asthma as a child, forcing him to stay inside, where he watched his aunt cook. At age 13 he began working at a local pizzeria. In 1985 he won two plane tickets anywhere in the United States and, on a whim, chose to go to Phoenix.  When he got there, he felt connected to the place, and stayed.  He began making mozzarella in his apartment and selling it to Italian restaurants.  Later, Guy Coscos, a specialty grocer in Phoenix offered him the opportunity to make and sell pizzas in the corner of his store.  Bianco's pizza was popular and he realized he could make pizza for a living.  He went to Italy in 1993 to improve his pizzamaking.  In 1994, he returned to open Pizzeria Bianco at Town & Country Shopping Center in Phoenix.  In 1996, the restaurant moved to 623 East Adams Street, the historic site of Baird Machine Shop in Heritage Square.  Bianco also operates Bar Bianco, located next door to the pizzeria in Heritage Square, and Pane Bianco, located in Midtown Phoenix.","Andrew was born in the Bronx, and grew up in Brooklyn, New York. He was trained as a chef, allowing him to cook abroad, where he honed his craft well. At age 13 he began working at a small restaurant.
In 1985 he won the first national cooking competition in the United States and, on a whim, decided to go to London. When he was there, he took immediately to the scene, and thrived. He began making croissants in his apartment and selling it to London restaurants.
Later, Dan Lepard, a celebrated baker in London offered him the opportunity to work and bake pastries in the kitchen of his shop. Andrew's dream was strong and he believed he could make bread for a living. He went to Paris in 1993 to continue his apprenticeship. In 1994, he returned to join Christophe Felder at Fauchon & Ladurée Patisserie in Paris.
In 1996, the establishment moved to 623 West Grand Street, the original site of Carlo's Bakery in Hoboken County. Andrew had brothers Joe Ansel, dedicated his life to the bakery in Hoboken County, and John Ansel, employed in Brooklyn Heights.",0.42726576,0.29641898531877586,0.5848917056289091
45050154,"In addition to her writing career, Clark is a motivational speaker. She speaks at juvenile facilities, junior high schools, halfway houses, and prisons, encouraging her audiences to dream big, develop skills, and to not ""waste time.""","In addition to her earlier works, Oprah is a motivational speaker. She speaks at various conventions, college campuses, church groups, and forums, emphasizing her messages to love God, forgive others, and to not ""give up.""",0.4623466,0.2699381491570011,0.4631280662355061
74802989,"Dangri is a village and Gram Panchayat in Fatehgarh tehsil of Jaisalmer district of Rajasthan state in India. It is situated 85 km away from district headquarter Jaisalmer. Dangri has a total population of 2,384 peoples according to Census 2011.","Avinashi is a pilgrim and Town Panchayat in Tiruppur district of Tamil Nadu state in India. It is distanced 85 km away from district metropolitan Tiruppur. Avinashi had a total population of 2,384 persons according to Count 2011.",0.22051005,0.3152585451337545,0.6134874371859296
41132828,"Azarestanak (, also Romanized as Āzārestānak; also known as Āzārestān) is a village in Deylaman Rural District, Deylaman District, Siahkal County, Gilan Province, Iran. At the 2006 census, its population was 36, in 10 families.","Maraetai (from Māori: Maraetahi; also known as Maraetai) is a village in Auckland, North Island, Auckland Region, New Zealand, NZ. At the 2006 census, its population was 36, in 10 households.",0.3113677,0.3586882623943967,0.4899793987639258
3230408,"Gunner Bay is a large bay in the far north of Bermuda. It contains the entrance to St. George's Harbor and Paget Island, and is overlooked by St. David's Head in the far north of St. David's Island.","Queens Way is a major way in the New Cross of London. It connects the junction to New Cross Tunnel and Great Western, and is bordered by New Cross Road in the old part of New Cross Gate.",0.20471647,0.02412397368972536,0.3169005847953217
34250477,"Android Market, the name for Android's ""app store"" from 2008 to 2012","Douglas Firs, the logo for Nintendo's ""new look"" from 2008 to 2012",0.22142541,0.23462350320528,0.46875
41391218,The wingspan is about 26 mm. The forewings are white with grey and fuscous scales. The hindwings are brassy-ochreous. Adults have been recorded on wing in January and February.,The specimen is about 26 cm. The specimens are armed with long and prickly setae. The seedheads are finely-bristled. Seeds have been observed on them in England and Ethiopia.,0.2781035,0.05300658717390603,0.38482758620689655
63720724,"Vimcontu Broadcasting Corporation is a Philippine radio network of the Visayas-Mindanao Confederation of Trade Unions, a trade union organization under the Associated Labor Unions (ALU) through the Trade Union Congress of the Philippines. Its corporate office is located at the 2nd Floor, JSU-PSU Mariners' Court-Cebu, ALU-VIMCONTU Welfare Center, Pier 1, Cebu City.","Before the emergence of transformer-based models in 2017, some language models were considered large relative to the computational and data constraints of their time. 
In the early 1990s, IBM's statistical models pioneered word alignment techniques for machine translation, laying the groundwork for corpus-based language modeling.",0.052066457,0.005478165633837325,0.0584795321637427
18668020,"Water clarity in the lake is low, with secchi disk measurements averaging less than 3 meters.  Fish in the lake that are of interest to anglers include smallmouth bass, white perch, chain pickerel, landlocked salmon, and brook trout.","Water sources in the west are dry, with annual flow characteristics exceeding more than 3 meters. Places in the area that are of interest to tourists include ancient ruins, desert oases, rocky canyons, sandstone cliffs, and steep rocks.",0.3241543,0.15505508832158735,0.39473684210526316
22006386,"The Colebatch Ministry was the 14th Ministry of the Government of Western Australia and was led by Nationalist Premier Hal Colebatch. It succeeded the Lefroy Ministry on 17 April 1919 after Sir Henry Lefroy's resignation as premier. Colebatch, a member of the Legislative Council and the first (and so far only) from that chamber to ever be asked to form a ministry, had the problem of finding a conveniently-located country seat which was not held by the Country Party. Before he could consolidate his leadership, his handling of the ""Battle of the Barricades"" on the waterfront severely damaged his standing and he stood aside. On 17 May 1919, the First Mitchell Ministry was formed by the Minister for Lands, James Mitchell.","The Republica Filipina was the 14th document of the Malolos Congress and was led by President Emilio Aguinaldo. It dissolved the First Republic on 17 March 1919 after Dr. Jose Rizal's execution as martyr. Aguinaldo, a member of the Katipunan secret society and the first (and only thus far) from that society to ever be elected to lead a nation, saw the prospect of forming a European-modeled nation with which was not done by the Katipuneros. Before he could accomplish his aspirations, his declaration of the ""Republic of the Philippines"" on the presidential palace started his downfall and he would soon surrender. On 17 Jan 1919, the First Philippine Republic was replaced by the Commission for Public, Public Works.",0.13448755,0.13225943532457615,0.49237235001371527
63162707,Jean-Claude Kremer (born 25 June 1963) is a Luxembourgian sports shooter. He competed at the 1988 Summer Olympics and the 1992 Summer Olympics.,Jean-Claude Dubois (born 25 June 1963) is a highly-regarded boxing athlete. He competed at the 1988 Summer Olympics and the 1992 Summer Olympics.,0.54118747,0.7001575310229897,0.8244610381789715
73590796,"The pot revolves around two lovers, Azra and Wameq. A princess of the state, Azra falls for Wameq at first sight and manages to make him the guest of the palace. There, they both get a chance to know more about each other and cone close. After the end of the mehfil, Wameq goes to her bedroom but returns  after kissing her. A maid in the palace observes this and informs it to the King.","The film revolves around two lovers, John and Mary. A handmaiden of the queen, Mary looks for John at secret spots and strives to tell him the plight of the queen. There, they both use a moment to talk much about each other and their lives. After the end of the meeting, Mary goes to her chamber but returns after killing her. A maid in the chamber witnesses this and reports it to the king.",0.51795024,0.2435569562884843,0.6237678744967374
18413243,"Kamalabai Hospet also known as (Kamalatai Hospet) (1896–1981) was a co-founder of Matru Sewa Sangh, a non-profit social organisation based in Nagpur, Maharashtra, India.","Xxxxxxxxx Xxxxxx xxxx xxxxx as (Xxxxxxxxx Xxxxxx) (1896–1981) was a co-founder of Xxxxx Xxxx Xxxxx, a pan-Indian social organization based in Meerut, Uttar Pradesh, India.

Let's break this down:
1.  **Dates (1896–1981):** This indicates a person's lifespan.
2.  ""xxxx xxxxx as"": This is very likely ""also known as"".
3.  ""was a xx-xxxxxxx"": This is very likely ""was a co-founder"".
4.  ""a xxx-xxxxxx xxxxxx xxxxxxxxxxxx"": This is very likely ""a pan-Indian social organization"".
5.  ""xxxxed in Xxxxxx, Xxxxxxxxxxx, Xxxxx."": This structure ""____ed in [City], [State/Province], [Country].""
    *   ""based in"" (5 letters) fits ""xxxxed in"".
    *   City (6 letters): ""Meerut"" (6 letters) fits ""Xxxxxx"". Meerut is a significant city in Uttar Pradesh.
    *   State/Province (11 letters): ""Uttar Pradesh"" (11 letters) fits ""Xxxxxxxxxxx"".
    *   Country (5 letters): ""India"" (5 letters) fits ""Xxxxx"".
    *   So, ""based in Meerut, Uttar Pradesh, India"" is a very strong match.

Now we have:
""Xxxxxxxxx Xxxxxx also known as (Xxxxxxxxx Xxxxxx) (1896–1981) was a co-founder of Xxxxx Xxxx Xxxxx, a pan-Indian social organization based in Meerut, Uttar Pradesh, India.""

Now let's tackle the name and the organization:
*   **Organization name:** ""X",0.38809446,0.028778222769106507,0.31057655139603346
73525924,"Square Top Mountain is a  mountain summit in Clear Creek County, Colorado, United States.","George P. Coleman is a national forest in north central Colorado, United States.",0.32611728,0.09370905052462922,0.4046762589928057
27756716,"During the 2010–11 season, Genoa C.F.C. competed in the Serie A, the top division of Italian football, and the Coppa Italia.","During the 2010–11 season, Derby County competed in the Level 2, the 2nd division of English football, and the County Shield.",0.32593957,0.23198210427894822,0.6014370245139476
4501636,"Federal Statistical Office (ed.): Historical municipality directory for the Federal Republic of Germany. Name, border and key number changes in municipalities, districts and administrative districts from 27.5.1970 to 31.12.1982 . W. Kohlhammer, Stuttgart / Mainz 1983,  , p. 317th","Wilfried Schultze-Motel (ed.): Decisions and explanations for the German Federal Court of Justice. Rent, tenant and new tenant rights in transactions, mortgages and residential tenancy agreements from 27.5.1970 to 31.12.1982 . In Karlsruhe, Germany / Rome 1983, , pp 317th",0.36151284,0.12924399558103059,0.37588828219718756
55452331,Alice is friends with Bob and Charlie. The triad is said to be balanced if Bob and Charlie are also friends. It is unbalanced if Bob and Charlie are not friends.,Love is defined with Sex and Emotion. The union is said to be complete if Sex and Emotion are both present. It is incomplete if Sex and Emotion are not present.,0.09904081,0.12249052213529944,0.4519477620270119
25254586,"Giovanni Delfino (camerlengo) (1545–1622), Camerlengo of the Sacred College of Cardinals","Francisco Suárez (theologian) (1545–1622), Archbishop of the United Provinces of Netherlands",0.42270017,0.04740604259878138,0.2869318181818182
47615576,"Regency Love is an iOS game from Australian indie studio Tea for Three Studios set in Regency-era England. This interactive/visual novel-style game puts the player in the shoes of a young woman of marrying age, who must improve her talents, such as reading and needlepoint, in her search for an eligible bachelor to marry her. Regency Love was originally released in December 2013 in the Apple Store. In May 2015, Tea for Three released a downloadable content pack, with an additional suitor and more backstories for characters, as well as bug fixes.","It may be flavored with dried fruit such as sultanas or raisins, or other fruits such as apples.
In France and Spain, croissants are generally sold without filling and eaten without added butter, but sometimes with almond filling.",0.07783964,0.003404318831459502,0.04618937644341801
37356041,The Men's Pan American Junior Championship is a men's international under-21 field hockey tournament organized by the Pan American Hockey Federation. The tournament has been held since 1978 and serves as a qualification tournament for the Junior World Cup.,The FA's New Football League Championship is a men's international under-21 youth soccer tournament organised by the FA Football League Federation. The tournament has been held since 1978 and works as a developmental tournament for the Senior World Cup.,0.5264344,0.40001777975334984,0.6569564557730238
31228650,"miRTarBase  is a curated database of MicroRNA-Target Interactions. As a database, miRTarBase has accumulated more than fifty thousand miRNA-target interactions (MTIs), which are collected by manually surveying pertinent literature after data mining of the text systematically to filter research articles related to functional studies of miRNAs. Generally, the collected MTIs are validated experimentally by reporter assay, western blot, microarray and next-generation sequencing experiments. While containing the largest amount of validated MTIs, the miRTarBase provides the most updated collection by comparing with other similar, previously developed databases.","Transformer is an advanced paradigm of Attention-Based Architecture. As a contrast, Transformer has outperformed most other existing cross-domain foundational (Llama), which are developed by advanced running extensive algorithms after much effort of the main generalization to assess existing systems compared to linguistic tasks of study. Typically, the expansive Llama are influenced experimentally by advanced chips, massive data, efficiency and core-components applications.",0.14089012,0.010806644217780725,0.17672987358616105
35304238,"The United States Nordic Combined Championships 2012 took place on October 1, 2011 in Fox River Grove, Illinois. The olympic medalist Bill Demong won the race.","The United States Future Economic Opportunities 2012 took place on October 1, 2011 in New River State, Colorado. The overall candidate Mitt Romney won the race.",0.41859797,0.3742657246981031,0.6059945913461539
70696809,"Knudsen was born in Badger, Kingsbury County, South Dakota. He grew up in Kandiyohi, Kandiyohi County, Minnesota and lived with his wife and family on a farm in Kandiyohi, Minnesota. He went to public school in Kandiyohi, Minnesota. Knudsen was a farmer and raised cattle. He served on the Kandiyohi School Board from 1946 to 1954 and was the chair of the school board. Knudsen served in the Minnesota House of Representatives from 1955 to 1962 and in the Minnesota Senate from 1963 to 1966. In 1979, he moved to Spicer, Minnesota. Knudsen died from a heart attack in Kandiyohi, Minnesota while doing carpentry work.","Before the emergence of transformer-based models in 2017, some language models were considered large relative to the computational and data constraints of their time. 
In the early 1990s, IBM's statistical models pioneered word alignment techniques for machine translation, laying the groundwork for corpus-based language modeling.",-0.00058738515,0.0019168801350256004,0.05555555555555555
1057544,铁流、徐锦庚: 《中国民办教育调查》 Tie Liu and Xu Jingeng: Survey of Private Education in China,Source: 《西藏历史》 Li Li and Fu Xuming: History of Tibetan Buddhism in China,0.40862322,0.039073802494525016,0.24278846153846156
46516261,It was added to the National Register of Historic Places in 1992.,It was added to the National Register of Historic Places in 1992.,1.0,1.0,0.9997106481481481
62225274,Jacqueline 'Jackie' Empson (born 1974) is a female British former field hockey player.,Mysterious 'Banksy' Banksy (born 1974) is a famous British artist whose true identity remains.,0.041389555,0.18798317647335086,0.36946564885496186
8892012,"Born in 1912, Harzer joined the SS in 1931. In March 1934 Harzer joined SS-Verfügungstruppe and was assigned to the Sicherheitsdienst and later the SS Division Das Reich. He participated in the invasion of Poland. From mid-1942 until April 1943 Walter served as a staff officer first with the LVII.Panzer Corps and later with the SS Division Frundsberg.","Born in 1912, Kenneth joined the RAF in 1931. In March 1934 Kenneth joined Re-armament Board and was appointed to the Directorate-General and later the No Imperial Air Force. He participated in the defence of Britain. From mid-1942 until April 1943 Kenneth served as a staff officer first with the Mediterranean Staff and later with the No Squadron Operations.",0.3086388,0.37747229469999444,0.6737091222030981
71031533,"The poet and storyteller Abdul Hadi Saadoun said: ""dabada has influenced a whole generation of young Iraqi writers, and the texts that have emerged since. He suggested that reading the new Iraqi novel should be started starting from the date of publication of dapada, as it is a bright point that cannot be crossed, “he said.","The late and influential Saint John Cassian said: ""He has examined a large collection of early Bible texts, and the texts that have followed since. He explained that reading the Old Testament texts should be viewed starting from the time of composition of events, as it is a divine truth that cannot be altered, “he said.""",0.32028523,0.18863008574882667,0.49938679946484316
13697062,"The New York Times reported on December 22, 1895, that Dan was among approximately 20 men who stoned and fired shotguns, also known as whitecapping, upon the home of Mrs. Wescoe of Hamilton, Ohio. Daub, who passes his winters in Mintonville, Ohio, was also among those that had warrants issued for his arrest.","The New York Times reported on December 22, 1895, that he was among approximately 20 men who robbed and killed victims, then known as conspirators, upon the death of John Adams of Boston, Mass. John, who keeps his residence in Philadelphia, Penn, was also among those that had previously arrested for his crimes.",0.43993986,0.3857326356950029,0.6274074557681008
